,Player_Stats (College/Univ),Player_Stats (Univ_State),School,City and State,Type,Conference,Division,Sub-division
5777,Georgia,GA,University of Georgia,"Athens, Georgia",Public,Southeastern Conference,NCAA D1,FBS
5778,Kansas,KS,University of Kansas,"Lawrence, Kansas",Public,Big 12 Conference,NCAA D1,FBS
5779,Illinois,IL,University of Illinois,"Champaign, Illinois",Public,Big Ten Conference,NCAA D1,FBS
5780,Nebraska,NE,University of Nebraska,"Lincoln, Nebraska",Public,Big Ten Conference,NCAA D1,FBS
5781,Arizona,AZ,University of Arizona,"Tucson, Arizona",Public,Pac-12 Conference,NCAA D1,FBS
5782,Ohio St.,OH,Ohio State University,"Columbus, Ohio",Public,Big Ten Conference,NCAA D1,FBS
5783,Ohio St.,OH,Ohio State University,"Columbus, Ohio",Public,Big Ten Conference,NCAA D1,FBS
5784,Washington,WA,University of Washington,"Seattle, Washington",Public,Pac-12 Conference,NCAA D1,FBS
5785,Washington St.,WA,Washington State University,"Pullman, Washington",Public,Pac-12 Conference,NCAA D1,FBS
5786,Mississippi St.,MS,Mississippi State University,"Mississippi State, Mississippi",Public,Southeastern Conference,NCAA D1,FBS
5787,Southern Miss,MS,University of Southern Mississippi,"Hattiesburg, Mississippi",Public,Sun Belt Conference,NCAA D1,FBS
5788,Mississippi,MS,University of Mississippi,"University, Mississippi",Public,Southeastern Conference,NCAA D1,FBS
5789,Alcorn St.,MS,Alcorn State University,"Alcorn, Mississippi",Public,Southwestern Athletic Conference,NCAA D1,FCS
5790,Maryland,MD,University of Maryland,"College Park, Maryland",Public,Big Ten Conference,NCAA D1,FBS
5791,Maryland,MD,University of Maryland,"College Park, Maryland",Public,Big Ten Conference,NCAA D1,FBS
5792,Wisconsin,WI,University of Wisconsin,"Madison, Wisconsin",Public,Big Ten Conference,NCAA D1,FBS
5793,Arkansas,AR,University of Arkansas,"Fayetteville, Arkansas",Public,Southeastern Conference,NCAA D1,FBS
5794,West Virginia,WV,West Virginia University,"Morgantown, West Virginia",Public,Big 12 Conference,NCAA D1,FBS
5795,BYU,UT,Brigham Young University,"Provo, Utah",Private,West Coast Conference,NCAA D1,FBS
5796,North Carolina,NC,University of North Carolina at Chapel Hill,"Chapel Hill, North Carolina",Public,Atlantic Coast Conference,NCAA D1,FBS
5797,Southern,LA,Southern University & A&M College,"Baton Rouge, Louisiana",Public,Southwestern Athletic Conference,NCAA D1,FCS
5798,Oklahoma St.,OK,Oklahoma State University,"Stillwater, Oklahoma",Public,Big 12 Conference,NCAA D1,FBS
5799,Oklahoma,OK,University of Oklahoma,"Norman, Oklahoma",Public,Big 12 Conference,NCAA D1,FBS
5800,Oklahoma,OK,University of Oklahoma,"Norman, Oklahoma",Public,Big 12 Conference,NCAA D1,FBS
5801,Notre Dame,IN,University of Notre Dame,"Notre Dame, Indiana",Private,Division I-A Independents,NCAA D1,FBS
5802,Purdue,IN,Purdue University,"West Lafayette, Indiana",Public,Big Ten Conference,NCAA D1,FBS
5803,Valparaiso,IN,Valparaiso University,"Valparaiso, Indiana",Private,Missouri Valley Conference,NCAA D1,FCS
5804,UCLA,CA,University of California – Los Angeles – UCLA,"Los Angeles, California",Public,Pac-12 Conference,NCAA D1,FBS
5805,San Diego St.,CA,San Diego State University,"San Diego, California",Public,Mountain West Conference,NCAA D1,FBS
5806,San Diego St.,CA,San Diego State University,"San Diego, California",Public,Mountain West Conference,NCAA D1,FBS
5807,San Diego St.,CA,San Diego State University,"San Diego, California",Public,Mountain West Conference,NCAA D1,FBS
5808,Cal Poly-San Luis Obispo,CA,California Polytechnic State University – San Luis Obispo,"San Luis Obispo, California",Public,Big Sky Conference,NCAA D1,FCS
5809,Cal Poly-San Luis Obispo,CA,California Polytechnic State University – San Luis Obispo,"San Luis Obispo, California",Public,Big Sky Conference,NCAA D1,FCS
5810,Tennessee St.,TN,Tennessee State University,"Nashville, Tennessee",Public,Ohio Valley Conference,NCAA D1,FCS
5811,Virginia,VA,University of Virginia,"Charlottesville, Virginia",Public,Atlantic Coast Conference,NCAA D1,FBS
5812,Pittsburgh,PA,University of Pittsburgh,"Pittsburgh, Pennsylvania",Public,Atlantic Coast Conference,NCAA D1,FBS
5813,Pittsburgh,PA,University of Pittsburgh,"Pittsburgh, Pennsylvania",Public,Atlantic Coast Conference,NCAA D1,FBS
5814,Penn St.,PA,Penn State,"University Park, Pennsylvania",Public,Big Ten Conference,NCAA D1,FBS
5815,Penn St.,PA,Penn State,"University Park, Pennsylvania",Public,Big Ten Conference,NCAA D1,FBS
5816,Texas Southern,TX,Texas Southern University,"Houston, Texas",Public,Southwestern Athletic Conference,NCAA D1,FCS
5817,Baylor,TX,Baylor University,"Waco, Texas",Private,Big 12 Conference,NCAA D1,FBS
5818,Rice,TX,Rice University,"Houston, Texas",Private,Conference USA,NCAA D1,FBS
5819,Texas Tech,TX,Texas Tech University,"Lubbock, Texas",Public,Big 12 Conference,NCAA D1,FBS
5820,Bishop,TX,Bishop College,"Dallas, Texas",Public,Southwestern Athletic Conference,NCAA D1,FCS
5821,S.F. Austin,TX,Stephen F. Austin State University,"Nacogdoches, Texas",Public,United Athletic Conference,NCAA D1,FCS
5822,Angelo State (TX),TX,Angelo State University,"San Angelo, Texas",Public,Lone Star Conference,NCAA D2,NCAA D2
5823,Alabama,AL,University of Alabama,"Tuscaloosa, Alabama",Public,Southeastern Conference,NCAA D1,FBS
5824,Alabama A&M,AL,Alabama A&M University,"Normal, Alabama",Public,Southwestern Athletic Conference,NCAA D1,FCS
5825,Troy,AL,Troy University,"Troy, Alabama",Public,Sun Belt Conference,NCAA D1,FBS
5826,Kansas,KS,University of Kansas,"Lawrence, Kansas",Public,Big 12 Conference,NCAA D1,FBS
5827,Hawaii,HI,University of Hawaii at Manoa,"Honolulu, Hawaii",Public,Mountain West Conference,NCAA D1,FBS
5828,Youngstown St.,OH,Youngstown State University,"Youngstown, Ohio",Public,Horizon League,NCAA D1,FCS
5829,Connecticut,CT,University of Connecticut,"Storrs, Connecticut",Public,Big East Conference,NCAA D1,FBS
5830,Boston Col.,MA,Boston College,"Chestnut Hill, Massachusetts",Private,Atlantic Coast Conference,NCAA D1,FBS
5831,Portland St.,OR,Portland State University,"Portland, Oregon",Public,Big Sky Conference,NCAA D1,FCS
5832,Colgate,NY,Colgate University,"Hamilton, New York",Private,Patriot League,NCAA D1,FCS
5833,Syracuse,NY,Syracuse University,"Syracuse, New York",Private,American Athletics Conference,NCAA D1,FBS
5834,Columbia,NY,Columbia University,"New York, New York",Private,Ivy League,NCAA D1,FCS
5835,Clemson,SC,Clemson University,"Clemson, South Carolina",Public,Atlantic Coast Conference,NCAA D1,FBS
5836,South Carolina St.,SC,South Carolina State University,"Orangeburg, South Carolina",Public,Mid-Eastern Athletic Conference,NCAA D1,FCS
5837,Wyoming,WY,University of Wyoming,"Laramie, Wyoming",Public,Mountain West Conference,NCAA D1,FBS
5838,Jackson St.,MS,Jackson State University,"Jackson, Mississippi",Public,Southwestern Athletic Conference,NCAA D1,FCS
5839,Mississippi St.,MS,Mississippi State University,"Mississippi State, Mississippi",Public,Southeastern Conference,NCAA D1,FBS
5840,Mississippi St.,MS,Mississippi State University,"Mississippi State, Mississippi",Public,Southeastern Conference,NCAA D1,FBS
5841,Alcorn St.,MS,Alcorn State University,"Alcorn, Mississippi",Public,Southwestern Athletic Conference,NCAA D1,FCS
5842,Louisville,KY,University of Louisville,"Louisville, Kentucky",Public,Atlantic Coast Conference,NCAA D1,FBS
5843,Maryland,MD,University of Maryland,"College Park, Maryland",Public,Big Ten Conference,NCAA D1,FBS
5844,Central Arkansas,AR,University of Central Arkansas,"Conway, Arkansas",Public,Southland Conference,NCAA D1,FCS
5845,UNLV,NV,University of Nevada – Las Vegas,"Las Vegas, Nevada",Public,Mountain West Conference,NCAA D1,FBS
5846,BYU,UT,Brigham Young University,"Provo, Utah",Private,West Coast Conference,NCAA D1,FBS
5847,Utah,UT,University of Utah,"Salt Lake City, Utah",Public,Pac-12 Conference,NCAA D1,FBS
5848,North Carolina,NC,University of North Carolina at Chapel Hill,"Chapel Hill, North Carolina",Public,Atlantic Coast Conference,NCAA D1,FBS
5849,North Carolina,NC,University of North Carolina at Chapel Hill,"Chapel Hill, North Carolina",Public,Atlantic Coast Conference,NCAA D1,FBS
5850,North Carolina,NC,University of North Carolina at Chapel Hill,"Chapel Hill, North Carolina",Public,Atlantic Coast Conference,NCAA D1,FBS
5851,North Carolina,NC,University of North Carolina at Chapel Hill,"Chapel Hill, North Carolina",Public,Atlantic Coast Conference,NCAA D1,FBS
5852,East Carolina,NC,East Carolina University,"Greenville, North Carolina",Public,American Athletic Conference,NCAA D1,FBS
5853,East Carolina,NC,East Carolina University,"Greenville, North Carolina",Public,American Athletic Conference,NCAA D1,FBS
5854,Elon,NC,Elon University,"Elon, North Carolina",Private,Colonial Athletic Association,NCAA D1,FCS
5855,Michigan,MI,University of Michigan,"Ann Arbor, Michigan",Public,Big Ten Conference,NCAA D1,FBS
5856,Michigan,MI,University of Michigan,"Ann Arbor, Michigan",Public,Big Ten Conference,NCAA D1,FBS
5857,Michigan St.,MI,Michigan State University,"East Lansing, Michigan",Public,Big Ten Conference,NCAA D1,FBS
5858,Louisiana,LA,University of Louisiana,"Lafayette, Louisiana",Public,Sun Belt Conference,NCAA D1,FBS
5859,Tulane,LA,Tulane University,"New Orleans, Louisiana",Private,American Athletic Conference,NCAA D1,FBS
5860,Grambling St.,LA,Grambling State University,"Grambling, Louisiana",Public,Southwestern Athletic Conference,NCAA D1,FCS
5861,Nicholls St.,LA,Nicholls State University,"Thibodaux, Louisiana",Public,Southland Conference,NCAA D1,FCS
5862,Miami (FL),FL,University of Miami,"Coral Gables, Florida",Private,Atlantic Coast Conference,NCAA D1,FBS
5863,Miami (FL),FL,University of Miami,"Coral Gables, Florida",Private,Atlantic Coast Conference,NCAA D1,FBS
5864,Miami (FL),FL,University of Miami,"Coral Gables, Florida",Private,Atlantic Coast Conference,NCAA D1,FBS
5865,Central Florida,FL,University of Central Florida,"Orlando, Florida",Public,American Athletic Conference,NCAA D1,FBS
5866,Oklahoma St.,OK,Oklahoma State University,"Stillwater, Oklahoma",Public,Big 12 Conference,NCAA D1,FBS
5867,Oklahoma,OK,University of Oklahoma,"Norman, Oklahoma",Public,Big 12 Conference,NCAA D1,FBS
5868,Tulsa,OK,University of Tulsa,"Tulsa, Oklahoma",Private,American Athletic Conference,NCAA D1,FBS
5869,Tulsa,OK,University of Tulsa,"Tulsa, Oklahoma",Private,American Athletic Conference,NCAA D1,FBS
5870,Purdue,IN,Purdue University,"West Lafayette, Indiana",Public,Big Ten Conference,NCAA D1,FBS
5871,Purdue,IN,Purdue University,"West Lafayette, Indiana",Public,Big Ten Conference,NCAA D1,FBS
5872,UCLA,CA,University of California – Los Angeles – UCLA,"Los Angeles, California",Public,Pac-12 Conference,NCAA D1,FBS
5873,San Diego St.,CA,San Diego State University,"San Diego, California",Public,Mountain West Conference,NCAA D1,FBS
5874,San Diego St.,CA,San Diego State University,"San Diego, California",Public,Mountain West Conference,NCAA D1,FBS
5875,Cal Poly-San Luis Obispo,CA,California Polytechnic State University – San Luis Obispo,"San Luis Obispo, California",Public,Big Sky Conference,NCAA D1,FCS
5876,Cal State-Fullerton,CA,California State-Fullerton,"Fullerton, California",Public,Big West Athletic Conference,NCAA D1,FCS
5877,Colorado,CO,University of Colorado – Boulder,"Boulder, Colorado",Public,Pac-12 Conference,NCAA D1,FBS
5878,Colorado,CO,University of Colorado – Boulder,"Boulder, Colorado",Public,Pac-12 Conference,NCAA D1,FBS
5879,Tennessee,TN,University of Tennessee,"Knoxville, Tennessee",Public,Southeastern Conference,NCAA D1,FBS
5880,Tennessee,TN,University of Tennessee,"Knoxville, Tennessee",Public,Southeastern Conference,NCAA D1,FBS
5881,Tennessee,TN,University of Tennessee,"Knoxville, Tennessee",Public,Southeastern Conference,NCAA D1,FBS
5882,Virginia Tech,VA,Virginia Tech,"Blacksburg, Virginia",Public,Atlantic Coast Conference,NCAA D1,FBS
5883,Richmond,VA,University of Richmond,Virginia,Private,Atlantic 10 Conference,NCAA D1,FCS
5884,James Madison,VA,James Madison University,"Harrisonburg, Virginia",Public,Colonial Athletic Association,NCAA D1,FBS
5885,VMI,VA,Virginia Military Institute – VMI,"Lexington, Virginia",Public,Big South Conference,NCAA D1,FCS
5886,Pittsburgh,PA,University of Pittsburgh,"Pittsburgh, Pennsylvania",Public,Atlantic Coast Conference,NCAA D1,FBS
5887,Pittsburgh,PA,University of Pittsburgh,"Pittsburgh, Pennsylvania",Public,Atlantic Coast Conference,NCAA D1,FBS
5888,Penn St.,PA,Penn State,"University Park, Pennsylvania",Public,Big Ten Conference,NCAA D1,FBS
5889,Temple,PA,Temple University,"Philadelphia, Pennsylvania",Public,American Athletic Conference,NCAA D1,FBS
5890,Texas,TX,University of Texas – Austin,"Austin, Texas",Public,Big 12 Conference,NCAA D1,FBS
5891,Texas,TX,University of Texas – Austin,"Austin, Texas",Public,Big 12 Conference,NCAA D1,FBS
5892,Sam Houston St.,TX,Sam Houston State University,"Huntsville, Texas",Public,Western Athletic Conference,NCAA D1,FCS
5893,Rice,TX,Rice University,"Houston, Texas",Private,Conference USA,NCAA D1,FBS
5894,Texas St.,TX,Texas State University,"San Marcos, Texas",Public,Sun Belt Conference,NCAA D1,FBS
5895,Texas Tech,TX,Texas Tech University,"Lubbock, Texas",Public,Big 12 Conference,NCAA D1,FBS
5896,Texas Tech,TX,Texas Tech University,"Lubbock, Texas",Public,Big 12 Conference,NCAA D1,FBS
5897,Texas A&M-Kingsville,TX,Texas A&M University – Kingsville,"Kingsville, Texas",Public,Lone Star Conference,NCAA D2,NCAA D2
5898,Howard Payne,TX,Howard Payne University,"Brownwood, Texas",Private,American Southwest Conference,NCAA D3,NCAA D3
5899,Auburn,AL,Auburn University,"Auburn, Alabama",Public,Southeastern Conference,NCAA D1,FBS
5900,Alabama,AL,University of Alabama,"Tuscaloosa, Alabama",Public,Southeastern Conference,NCAA D1,FBS
5901,Alabama,AL,University of Alabama,"Tuscaloosa, Alabama",Public,Southeastern Conference,NCAA D1,FBS
5902,Savannah St.,GA,Savannah State University,"Savannah, Georgia",Public,Southern Intercol. Ath. Conf.,NCAA D2,NCAA D2
5903,Kansas,KS,University of Kansas,"Lawrence, Kansas",Public,Big 12 Conference,NCAA D1,FBS
5904,Wichita St.,KS,Wichita State University ,"Wichita, Kansas",Public,American Athletic Conference,NCAA D1,FBS
5905,Illinois,IL,University of Illinois,"Champaign, Illinois",Public,Big Ten Conference,NCAA D1,FBS
5906,Northwestern,IL,Northwestern University,"Evanston, Illinois",Private,Big Ten Conference,NCAA D1,FBS
5907,Northern Illinois,IL,Northern Illinois University,"Dekalb, Illinois",Public,Mid-American Conference,NCAA D1,FBS
5908,Idaho,ID,University of Idaho,"Moscow, Idaho",Public,Big Sky Conference,NCAA D1,FCS
5909,Boise St.,ID,Boise State University,"Boise, Idaho",Public,Mountain West Conference,NCAA D1,FBS
5910,Nebraska,NE,University of Nebraska,"Lincoln, Nebraska",Public,Big Ten Conference,NCAA D1,FBS
5911,Nebraska,NE,University of Nebraska,"Lincoln, Nebraska",Public,Big Ten Conference,NCAA D1,FBS
5912,Brown,RI,Brown University,"Providence, Rhode Island",Private,Ivy League,NCAA D1,FCS
5913,Arizona St.,AZ,Arizona State University,"Tempe, Arizona",Public,Pac-12 Conference,NCAA D1,FBS
5914,Cincinnati,OH,University of Cincinnati,"Cincinnati, Ohio",Public,American Athletic Conference,NCAA D1,FBS
5915,Southern Connecticut St.,CT,Southern Connecticut State University,"New Haven, Connecticut",Public,Northeast-10 Conference,NCAA D2,NCAA D2
5916,Washington,WA,University of Washington,"Seattle, Washington",Public,Pac-12 Conference,NCAA D1,FBS
5917,Eastern Washington,WA,Eastern Washington University,"Cheney, Washington",Public,Big Sky Conference,NCAA D1,FCS
5918,Minnesota,MN,University of Minnesota,"Minneapolis, Minnesota",Public,Big Ten Conference,NCAA D1,FBS
5919,Minnesota,MN,University of Minnesota,"Minneapolis, Minnesota",Public,Big Ten Conference,NCAA D1,FBS
5920,Oregon St.,OR,Oregon State University,"Corvallis, Oregon",Public,Pac-12 Conference,NCAA D1,FBS
5921,Portland St.,OR,Portland State University,"Portland, Oregon",Public,Big Sky Conference,NCAA D1,FCS
5922,Portland St.,OR,Portland State University,"Portland, Oregon",Public,Big Sky Conference,NCAA D1,FCS
5923,Colgate,NY,Colgate University,"Hamilton, New York",Private,Patriot League,NCAA D1,FCS
5924,Syracuse,NY,Syracuse University,"Syracuse, New York",Private,American Athletics Conference,NCAA D1,FBS
5925,South Carolina,SC,University of South Carolina,"Columbia, South Carolina",Public,Southeastern Conference,NCAA D1,FBS
5926,Clemson,SC,Clemson University,"Clemson, South Carolina",Public,Atlantic Coast Conference,NCAA D1,FBS
5927,Clemson,SC,Clemson University,"Clemson, South Carolina",Public,Atlantic Coast Conference,NCAA D1,FBS
5928,Clemson,SC,Clemson University,"Clemson, South Carolina",Public,Atlantic Coast Conference,NCAA D1,FBS
5929,Clemson,SC,Clemson University,"Clemson, South Carolina",Public,Atlantic Coast Conference,NCAA D1,FBS
5930,Wyoming,WY,University of Wyoming,"Laramie, Wyoming",Public,Mountain West Conference,NCAA D1,FBS
5931,Jackson St.,MS,Jackson State University,"Jackson, Mississippi",Public,Southwestern Athletic Conference,NCAA D1,FCS
5932,Jackson St.,MS,Jackson State University,"Jackson, Mississippi",Public,Southwestern Athletic Conference,NCAA D1,FCS
5933,Mississippi,MS,University of Mississippi,"University, Mississippi",Public,Southeastern Conference,NCAA D1,FBS
5934,Mississippi,MS,University of Mississippi,"University, Mississippi",Public,Southeastern Conference,NCAA D1,FBS
5935,Louisville,KY,University of Louisville,"Louisville, Kentucky",Public,Atlantic Coast Conference,NCAA D1,FBS
5936,Louisville,KY,University of Louisville,"Louisville, Kentucky",Public,Atlantic Coast Conference,NCAA D1,FBS
